oldobjectid,objectid,filename,title,creator,description,date,date_is_approximate,subject,location,digital_collection,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,,in drive,original filename,display_template,object_location,image_small,image_thumb
uiblackhistory071,h40,h40.pdf,University of Montana correspondence regarding Black Studies,Ulysses S. Doss,Letter from Ulysses S. Doss to Coonrod that lists four points necessary to establish a minority/ethics program.  ,1971-04-02,,Black Studies,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 21, Folder 486",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h40,y; combined,H40.jpg; H41.jpg,,/objects/h40.pdf,/objects/small/h40_sm.jpg,/objects/thumbs/h40_th.jpg
uiblackhistory072,h42,h42.pdf,Instruction and department research chart,,Document includes job positions at University of Idaho including cost and justification. The positions include one for the Black Studies Program director.,,,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h42,y,H42.jpg,,/objects/h42.pdf,/objects/small/h42_sm.jpg,/objects/thumbs/h42_th.jpg
uiblackhistory073,h43,h43.pdf,Memorandum regarding new positions in the College of Letters and Science,Boyd A. Martin,"Memorandum discusses the appointment of new positions in History, Political Science, Philosophy, English, and Sociology/Anthropology. Handwritten notes are on the top and left side of the document.",1969-12-19,,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h43,y,H43.jpg,,/objects/h43.pdf,/objects/small/h43_sm.jpg,/objects/thumbs/h43_th.jpg
uiblackhistory074,h44,h44.pdf,University of Utah correspondence with President Hartung,Thomas C. King,Letter from Thomas C. King at University of Utah to President Hartung inquiring about minority studies administration at University of Utah and requesting information from University of Idaho about the best way to structure it.,1971-09-30,,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h44,y,H44.jpg,,/objects/h44.pdf,/objects/small/h44_sm.jpg,/objects/thumbs/h44_th.jpg
uiblackhistory075,h45,h45.pdf,Response to correspondence from the University of Utah ,Ernest W. Hartung,Response to Thomas C. King from Ernest W. Hartung discussing administrative structure for the University of Idaho's minority group planning. ,1971-10-15,,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h45,y,H45.jpg,,/objects/h45.pdf,/objects/small/h45_sm.jpg,/objects/thumbs/h45_th.jpg
uiblackhistory076,h46,h46.pdf,Graduate Assistantship job posting,,"Graduate Assistantship job posting within the intercultural programs office that lists duties, stipend, and qualifications.  Posting lists Corky Bush as the recruiting officer for the position.",1972-06-01,,Black Studies,,,,,,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h46,y,H46.jpg,,/objects/h46.pdf,/objects/small/h46_sm.jpg,/objects/thumbs/h46_th.jpg
uiblackhistory082,h47,h47.pdf,Correspondence with A. Jean Hill regarding the educational specialist position,Thomas E. Richardson,"Letter from Thomas E. Richardson to Dr. A Jean Hill, the Dean of Student Services, concerning Carmen Loera and filling the educational specialist position.",1977-06-01,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h47,y,H47.jpg,,/objects/h47.pdf,/objects/small/h47_sm.jpg,/objects/thumbs/h47_th.jpg
uiblackhistory083,h48,h48.pdf,"Memorandum from Jean Hill to Socorro Bunts, Arilda and David containing meeting summaries",Jean Hill,"Memorandum from jean to Socorro, Arilda and David containing a summary of a meeting on May 6, 1971.",1977-05-11,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h48,y,H48.jpg,,/objects/h48.pdf,/objects/small/h48_sm.jpg,/objects/thumbs/h48_th.jpg
uiblackhistory084,h49,h49.pdf,Correspondence from Socorro Bunts to Jean Hill regarding an appeal procedure,Socorro Bunts,Correspondence from Socorro Bunts to Jean Hill discussing a review of the selection committee's procedural irregularities and prejudice.,1977-07-08,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h49,y,H49.jpg,,/objects/h49.pdf,/objects/small/h49_sm.jpg,/objects/thumbs/h49_th.jpg
uiblackhistory077,h5,h5.pdf,Correspondence to Indiana University from Robert W. Coonrod regarding a survey ,Robert W. Coonrod,"Letter from Robert W. Coonrod to Reuben R. McDaniel, Jr. concerning his survey, “A Study of Patterns of Institutional Response to Blacks in Higher Education.” ",1970-11-03,,Black Studies,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 14, Folder 331",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h5,y,H5.jpg,,/objects/h5.pdf,/objects/small/h5_sm.jpg,/objects/thumbs/h5_th.jpg
uiblackhistory085,h50,h50.pdf,"University of Idaho General News article titled,""Revamped minority program gets three full-time advisors""",Univeristy of Idaho General News ,"University of Idaho General News article concerning the appointment of three full time advisors and gives details about each of them, Carmen Loera, Jerome Mayfield, and John Wheaton III.",1977-06-29,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h50,y; combined,H50.jpg; H51.jpg,,/objects/h50.pdf,/objects/small/h50_sm.jpg,/objects/thumbs/h50_th.jpg
uiblackhistory086,h52,h52.pdf,Memorandum from Dr. Nill to Dr. Richardson about selection procedures for educational developmental specialists positions,Dr. Nill,Memorandum to Dr. Richardson titled “Summary of Selection Procedures for Educational Development Specialists Positions” that gives procedures followed or strayed from when selecting specialists.,1977-07-01,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h52,y; combined,H52.jpg; H53.jpg,,/objects/h52.pdf,/objects/small/h52_sm.jpg,/objects/thumbs/h52_th.jpg
uiblackhistory087,h54,h54.pdf,Memorandum regarding the Minority Student Programs,Wayne R. Hager ,"Memorandum from Wayne R. Hager, Chariman of the Juncture Committee assigned to Minority Student Program, to Robert W. Coonrod concerning the restructuring of the Minority Student Programs with three specialists instead of one director.  This memorandum also notes that the decision was reached as a result of Charles Ramsey resigning as director of Minority Student Program.",1977-04-20,,Minority Student Programs,,,"President's Office (Hartung) Records, 1965-1977","UG 13, Box 25, Folder 602",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,h54,y; combined,H54.jpg; H55.jpg,,/objects/h54.pdf,/objects/small/h54_sm.jpg,/objects/thumbs/h54_th.jpg
